UID,Titulo,Descripción,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_justificacion,ds_score_relevancia,ds_calidad_datos,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_reto_sugerido,ds_justificacion_sugerida,latitud,longitud
2ask-qaam,Índice de informalidad departamental. Diciembre 2014.,"La Unidad de Planificación Rural Agropecuaria (UPRA) calcula un índice de informalidad que permite estimar, identificar y delimitar áreas con posible presencia de informalidad en la tenencia de la tierra a nivel predial, el cual sirve de insumo técnico en el proceso de planificación del ordenamiento social y productivo de la propiedad rural del país.

Para el cálculo del índice de informalidad, se tuvieron en cuenta los predios que cumplieran con cualquiera de los siguientes criterios:

- Predios sin matrícula inmobiliaria en la base de datos catastral.
- Predios identificados con mejoras en predio ajeno dentro de la base catastral.
- Predios no interrelacionados en el Proyecto Interrelación Catastro-Registro (Icare).
- Predios con falsa tradición registrada en el folio de matrícula inmobiliaria.

Los predios que cumplan con al menos una de las condiciones anteriores se contabilizan como predios con indicios de alguna situación de informalidad y, por ende, se suman dentro del número total de predios presuntos informales para cada municipio.

De esta manera se conforma el índice de informalidad departamental en todo el país. La periodicidad de este índice se encuentra dada por la disponibilidad y el grado de actualización de la información catastral y registral. En este sentido, su cálculo no obedece a una periodicidad preestablecida, sino que se considera una herramienta de análisis preliminar sobre un momento concreto del país.",32,60,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"dominio,bienes,acceso a la tierra,formalización de tierras,baldíos,upra,gestión de formalización de la propiedad rural,índice de informalidad",2021 Oct 31 03:58:52 PM,https://www.datos.gov.co/resource/2ask-qaam.json,https://www.datos.gov.co/d/2ask-qaam,[Objetivo] Apoyar ordenamiento social de la propiedad rural | [Insumos] Índice de informalidad predial | [Impacto] Formalización de tierras y desarrollo rural | [Metodo] Razonamiento,4,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
2cfr-3988,"Evaluación de tierras para la producción del cultivo de Guanabana (Annona muricata L.), en Providencia y Santa Catalina.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:10.000 en las islas de Providencia y Santa Catalina. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de Guanábana (Annona muricata L.) bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de Guanábana (Annona muricata L.).",274,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"sostenibilidad,upra,zonificación,guanábana,productividad",2022 May 11 10:17:06 PM,https://www.datos.gov.co/resource/2cfr-3988.json,https://www.datos.gov.co/d/2cfr-3988,"[Objetivo] Planificación de áreas para cultivo de guanábana | [Insumos] Evaluación de tierras, aptitud agrícola | [Impacto] Mayor productividad y sostenibilidad rural | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
2df8-4uep,Solicitudes de restitución por mes,Número de solicitudes de inscripción al SRTDAF recibidas en la Unidad de Restitución de Tierras según el mes de presentación de la solicitud,179,40,nacional,True,True,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"unidad de restitución,srtdaf,uaegrt,urt",2026 Apr 20 08:03:01 PM,https://www.datos.gov.co/resource/2df8-4uep.json,https://www.datos.gov.co/d/2df8-4uep,[Objetivo] Analizar tendencia temporal de solicitudes de restitución | [Insumos] Solicitudes mensuales al SRTDAF | [Impacto] Planificación de respuesta institucional en restitución de tierras | [Metodo] Razonamiento,4,3,R04_Agricultura,R02_Seguridad,False,,,4.61,-74.08
2e2z-wp9q,"Zonificación de aptitud para el cultivo comercial de caucho (Hevea brasiliensis) en Colombia, a escala 1:100.000.","El mapa de aptitud para el cultivo comercial de caucho (Hevea brasiliensis) en Colombia, a escala 1:100.000, es un producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Zonificación de aptitud para el cultivo comercial de caucho en Colombia, a escala 1:100.000”. Diciembre de 2019.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo tecnificado de caucho (Hevea brasiliensis) bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.
Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de caucho (Hevea brasiliensis) con fines comerciales.",191420,110,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"productividad,zonificación,aptitud,planificación,upra,cultivo,caucho",2020 Oct 21 02:52:23 AM,https://www.datos.gov.co/resource/2e2z-wp9q.json,https://www.datos.gov.co/d/2e2z-wp9q,[Objetivo] Guiar plantaciones comerciales de caucho | [Insumos] Zonificación de aptitud para caucho en Colombia | [Impacto] Desarrollo de cadena de caucho y reemplazo de importaciones | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
2fxz-zwhh,"Evaluación de tierras para la producción de pastos Angletón y Climacuna, en Providencia y Santa Catalina.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:10.000 en las islas de Providencia y Santa Catalina. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud
Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de pastos pastos Angletón (Dichantium Aristatum) y climacuna (Dichantium Anulatum) para el mercado nacional y de exportación con fines comerciales, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal
Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción del cultivo de pastos pastos Angletón (Dichantium Aristatum) y climacuna (Dichantium Anulatum) con fines comerciales.",251,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"sostenibilidad,planificación,upra,zonificación,productividad,pastos",2022 May 11 08:23:04 PM,https://www.datos.gov.co/resource/2fxz-zwhh.json,https://www.datos.gov.co/d/2fxz-zwhh,"[Objetivo] Evaluar tierras para la producción de pastos en Providencia y Santa Catalina | [Insumos] planificación, sostenibilidad, productividad | [Impacto] Base forrajera para la ganadería insular | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
2ish-f4p6,"Evaluación de tierras con fines agrícolas para el cultivo tecnificado de patilla (Citrullus lanatus) en clima cálido, Semestre agrícola I, en e l departamento del Meta.","El mapa es el producto resultante de la validación y aplicación de la metodología de Evaluación de Tierras para el departamento de Meta a escala general 1:100.000, incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 202 de 2017, suscrito entre la UPRA y la Gobernación de Meta. Se realiza la zonificación para la apuesta productiva del cultivo tecnificado de patilla (Citrullus lanatus) en clima cálido, para el consumo en fresco, para comercialización en los mercados locales y nacionales. Diciembre 2018.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de patilla bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de patilla.",3150,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cultivo,upra,competitividad,sostenibilidad,patilla,productividad,evaluación de tierras,aptitud,zonificación",2020 Aug 03 11:31:19 PM,https://www.datos.gov.co/resource/2ish-f4p6.json,https://www.datos.gov.co/d/2ish-f4p6,[Objetivo] Predecir rendimiento de patilla en clima cálido | [Insumos] Evaluación de tierras para patilla en Meta | [Impacto] Aumento de competitividad y producción agrícola | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
2ivi-yxwj,Profundidad 50 años,"Mapa de profundidades de lámina de agua donde se indica el rango de profundidad de la inundación para un periodo de retorno (TR) de 50 años en 36 centros poblados a Escala 1:2000
La inf

Los datos disponibles a través de este medio pueden ser 
libremente consumidos bajo los siguientes clausulas: 1.Los datos a visualizar o descargar a continuación no han sido validados por el IDEAM. 2. Los datos aquí dispuestos son datos crudos instantáneos provenientes de los sensores de las estaciones automáticas de la red propia y/o producto de convenios interadministrativos con terceras entidades. 3. Los datos son puestos a disposición de la ciudadanía como mecanismo de transparencia y para proveer una herramienta de apoyo a la gestión del riesgo territorial y como datos abiertos en cumplimiento de la Ley 1712 de 2014. 4. Es posible que los datos aquí dispuestos tengan cierto retraso en el tiempo debido a las frecuencias de envío de datos de los sensores y los medios de transmisión utilizados. 5. Los datos presenten errores y/o inconsistencias estando incluso por fuera de los límites considerados normales, producto de fallas en los sensores de origen. 6. El posterior uso e interpretación que se le dé para cualquier finalidad queda bajo la exclusiva responsabilidad del portador de los datos. 7. Cualquier destino que se le dé a los datos exime al IDEAM de realizarles cualquier tipo de justificación o iniciarles proceso alguno de validación posterior, cuya fuente primaria deben ser los canales oficialmente dispuestos por la Entidad para el suministro de información oficial y validada. 8. Por las razones expuestas anteriormente los datos dispuestos no podrán ser utilizados como evidencia jurídica ante entes de control acerca de la ocurrencia o no de fenómenos hidro climatológicos o de soporte a cualquier tipo de situación o evento ocurrido como consecuencia de estos.",0,0,nacional,True,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",No disponible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,No disponible,2025 Jul 30 01:10:16 PM,https://www.datos.gov.co/resource/2ivi-yxwj.json,https://www.datos.gov.co/d/2ivi-yxwj,[Objetivo] Monitoreo de riesgo de inundacion y proteccion de ecosistemas | [Insumos] Mapas de amenaza por inundacion | [Impacto] Gestion del riesgo y proteccion de comunidades | [Metodo] Razonamiento,4,2,R06_MedioAmbiente,R04_Agricultura,False,,,4.61,-74.08
2jg2-cz3h,"Evaluación de Tierras con fines Agrícolas para el cultivo de Maíz (Zea mays L.), en el departamento de Nariño.","El mapa es el producto resultante de la validación y aplicación de la metodología de Evaluación de Tierras para el departamento de Nariño a escala general 1:100.000,
incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 222 de 2017, suscrito entre la UPRA y
la Universidad de Nariño. Se realiza la zonificación para la apuesta productiva de maíz. Diciembre 2018.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de Maíz bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.
Categorías: Aptitud Alta: Zonas con las mejores condiciones desde el punto de
vista físico, socioecosistémico y socioeconómico. Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico. Aptitud
Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de
nuevas tecnologías. No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad. Exclusiones legales: Zonas en las
cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de maíz.,",1448,50,nacional,True,True,"Unidad De Planificación De Tierras Rurales, Adecuación De Tierras Y Usos Agropecuarios - UPRA, Bogotá D.C.",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"zonificación,sostenibilidad,productividad,evaluación de tierras,competitividad,maíz,upra,aptitud,cultivo",2022 Nov 15 04:49:41 PM,https://www.datos.gov.co/resource/2jg2-cz3h.json,https://www.datos.gov.co/d/2jg2-cz3h,[Objetivo] Evaluación de tierras para maíz en Nariño | [Insumos] Zonificación de aptitud agroecológica | [Impacto] Mejora de la productividad y seguridad alimentaria regional | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
2kk7-25y9,"Cadena Productiva Zanahoria - Area, Producción Y Rendimiento","Cadena Productiva Zanahoria - Area, Producción Y Rendimiento",5970,160,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"zanahoria,área,producción,rendimiento",2019 Feb 26 03:46:29 PM,https://www.datos.gov.co/resource/2kk7-25y9.json,https://www.datos.gov.co/d/2kk7-25y9,"[Objetivo] Predicción de rendimiento de zanahoria | [Insumos] área, producción, rendimiento | [Impacto] eficiencia productiva | [Metodo] Razonamiento",5,4,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
2m9w-xveu,"Evaluación de tierras para la producción del cultivo de Ñame (Dioscorea spp.), en Providencia y Santa Catalina.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:10.000 en las islas de Providencia y Santa Catalina. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de Ñame (Dioscorea spp.) bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de Ñame (Dioscorea spp.).",250,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"sostenibilidad,upra,planificación,zonificación,productividad,ñame",2022 May 13 04:34:51 PM,https://www.datos.gov.co/resource/2m9w-xveu.json,https://www.datos.gov.co/d/2m9w-xveu,"[Objetivo] Evaluar la aptitud para el cultivo de ñame en Providencia y Santa Catalina | [Insumos] planificación agrícola, sostenibilidad, productividad | [Impacto] Fomento de raíces y tubérculos tradicionales | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
2p67-gywg,Cadena Productiva Piña - Importaciones,Cadena Productiva Piña - Importaciones,4550,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,cadena productiva piña - importaciones,2018 Dec 27 09:24:52 PM,https://www.datos.gov.co/resource/2p67-gywg.json,https://www.datos.gov.co/d/2p67-gywg,[Objetivo] Monitorear importaciones de piña para anticipar condiciones de oferta externa | [Insumos] Datos de importaciones de piña con cobertura nacional | [Impacto] Mejor comprensión del mercado frutícola | [Metodo] Razonamiento,4,4,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
2pnw-mmge,Evaluaciones Agropecuarias Municipales EVA,"Base histórica de los años 2007 a 2018, relacionada con la producción agrícola Nacional, adicionalmente, brinda a los diversos actores con especial énfasis en los productores, información agrícola regional y nacional que fortalece procesos productivos y de comercialización.",206068,170,nacional,True,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,No disponible,2019 Nov 24 07:29:32 PM,https://www.datos.gov.co/resource/2pnw-mmge.json,https://www.datos.gov.co/d/2pnw-mmge,[Objetivo] Evaluación agropecuaria municipal para planificación territorial | [Insumos] datos históricos de producción agrícola por municipio | [Impacto] decisiones informadas para el desarrollo rural | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
2pnw-mmge:6,Evaluaciones Agropecuarias Municipales EVA,"Base histórica de los años 2007 a 2018, relacionada con la producción agrícola Nacional, adicionalmente, brinda a los diversos actores con especial énfasis en los productores, información agrícola regional y nacional que fortalece procesos productivos y de comercialización.",206068,170,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,No disponible,2019 Nov 24 07:29:32 PM,No disponible,https://www.datos.gov.co/d/2pnw-mmge/revisions/6,[Objetivo] Evaluaciones agropecuarias municipales | [Insumos] Serie histórica 2007-2018 de producción agrícola | [Impacto] Información robusta para la toma de decisiones productivas y comerciales | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
2qmg-xba2,Cadena Productiva Papa - Créditos,Cadena Productiva Papa Información de créditos asignados a esta cadena productiva. Fuente Finagro,44388,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"papa,creditos,finagro",2018 Jul 05 08:02:45 PM,https://www.datos.gov.co/resource/2qmg-xba2.json,https://www.datos.gov.co/d/2qmg-xba2,[Objetivo] Análisis de financiamiento agrícola | [Insumos] Créditos para cadena de papa | [Impacto] Estabilidad económica de productores | [Metodo] Razonamiento,5,4,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
2qt2-dhv7,"Zonificación de aptitud para el cultivo comercial de soya (Glycine max L.) - Semestre I, en Colombia.","El mapa de aptitud para el cultivo de cultivo de soya (Glycine max L.), en Colombia primer semestre, escala 1:100.000, es el producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Zonificación de aptitud para el cultivo de Soya (Glycine max) a escala 1:100.000, en Colombia"".
Categorías: 
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico. 
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico. 
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías. 
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad. 
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción del cultivo comercial de soya.",172067,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"aptitud,zonificación,planificación,productividad,sostenibilidad,soya,upra",2023 Mar 29 06:04:59 PM,https://www.datos.gov.co/resource/2qt2-dhv7.json,https://www.datos.gov.co/d/2qt2-dhv7,[Objetivo] Anticipar rendimiento de soya primer semestre | [Insumos] Zonificación de aptitud a escala 1:100.000 | [Impacto] Fortalecimiento de la cadena de oleaginosas | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
2uev-8vbt,"Superficie cosechada de raíces, tubérculos y bulbos en el Valle del Cauca","Este conjunto de datos contiene información detallada sobre el área cosechada de diferentes  raíces, tubérculos y bulbos en el Valle del Cauca.",1773,80,regional,True,True,Gobernación de Valle del Cauca,No Aplica,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,No disponible,2024 Jul 11 04:58:21 PM,https://www.datos.gov.co/resource/2uev-8vbt.json,https://www.datos.gov.co/d/2uev-8vbt,[Objetivo] Área cosechada de raíces y tubérculos para productividad | [Insumos] Datos de superficie por cultivo | [Impacto] Seguridad alimentaria y proyecciones de cosecha | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,2.44,-76.61
2ybd-gkea,ASOCIACIONES GANADERAS PESQUERAS Y AGRICOLAS DEL DEPARTAMENTO DEL ATLANTICO 2020,"Se registra el listado de las asociaciones Ganaderas, Pesqueras y Agricolas del Departamento del Atlántico al 30 de Octubre de 2020",700,110,regional,False,True,Gobernación del Atlántico,Agricultura y Desarrollo Social,Territorial,Atlántico,Barranquilla,Economía y Finanzas,"atlantico,atlántico,gobernacion del atlantico,gobernación del atlántico,gobernación del atlantico,desarrollo economico,alianzas productivas,ganaderia,pesca,agricolas,asociaciones",2020 Nov 04 06:58:45 PM,https://www.datos.gov.co/resource/2ybd-gkea.json,https://www.datos.gov.co/d/2ybd-gkea,"[Objetivo] Identificar organizaciones productivas rurales | [Insumos] listado de asociaciones ganaderas, pesqueras y agrícolas | [Impacto] fortalecimiento de cadenas agroalimentarias | [Metodo] Razonamiento",5,4,R04_Agricultura,R05_Economia,False,,,10.96,-74.79
