UID,Titulo,Descripción,Etiqueta de las Filas,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_score_relevancia,ds_calidad_datos,ds_justificacion,ds_reto_sugerido,ds_justificacion_sugerida
ur8r-q5hn,hortalizas  Hectáreas Cosechadas Valle Del Cauca,hectáreas cosechadas con  hortalizas en el valle del cauca,,128,21.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"aji,arveja,cebolla,cilantro,habichuela,lechuga",2021 Sep 22 04:11:41 PM,https://www.datos.gov.co/resource/ur8r-q5hn.json,https://www.datos.gov.co/d/ur8r-q5hn,R04_Agricultura,,,5,3,[Objetivo] Anticipar producción de hortalizas | [Insumos] hectáreas cosechadas de hortalizas | [Impacto] Productividad y seguridad alimentaria | [Metodo] Razonamiento,,
xeis-8hh8,Distribución de población avícola 2016 Departamento del Valle,Distribución de población avícola 2016 Departamento del Valle del Cauca,,42,8.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"valle,agricultura,avicola,poblacion",2017 Sep 12 11:35:54 PM,https://www.datos.gov.co/resource/xeis-8hh8.json,https://www.datos.gov.co/d/xeis-8hh8,R04_Agricultura,,,5,2,[Objetivo] Estimar población avícola y producción | [Insumos] distribución de población avícola | [Impacto] Planificación de la cadena avícola | [Metodo] Razonamiento,,
pxn8-hcw2,PRODUCCIÓN EN TONELADAS DE OTROS PRODUCTOS TRANSITORIOS EN EL VALLE DEL CAUCA,PRODUCCIÓN EN TONELADAS DE OTROS PRODUCTOS TRANSITORIOS EN EL VALLE DEL CAUCA,,42,26.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"producción,toneladas,productos,transitorios,valle,cauca",2020 Nov 22 08:28:34 PM,https://www.datos.gov.co/resource/pxn8-hcw2.json,https://www.datos.gov.co/d/pxn8-hcw2,R04_Agricultura,,,5,2,[Objetivo] Anticipar producción de cultivos transitorios | [Insumos] producción en toneladas de productos transitorios | [Impacto] Productividad agrícola | [Metodo] Razonamiento,,
6p93-ry62,Superficie Sembrada de Otros Cultivos Permanentes,Superficie Sembrada de Otros Cultivos Permanentes en el Valle del Cauca,,43,8.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 23 02:33:16 PM,https://www.datos.gov.co/resource/6p93-ry62.json,https://www.datos.gov.co/d/6p93-ry62,R04_Agricultura,,,5,2,[Objetivo] Anticipar producción de cultivos permanentes | [Insumos] superficie sembrada de otros cultivos permanentes | [Impacto] Planificación agrícola | [Metodo] Razonamiento,,
24ss-q5gc,Producción de Frutales en el departamento del valle del cauca,este conjunto de datos contiene la información sobre la Producción de Frutales en el departamento del valle del cauca,,816,23.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,,2019 Mar 01 03:43:36 PM,https://www.datos.gov.co/resource/24ss-q5gc.json,https://www.datos.gov.co/d/24ss-q5gc,R04_Agricultura,,,5,4,[Objetivo] Anticipar producción de frutales | [Insumos] producción de frutales | [Impacto] Mejora de la competitividad agrícola | [Metodo] Razonamiento,,
myuh-f5w2:5,Distribución De La Población Avícola Valle del Cauca,"información relacionada con avicola en el Departamento del Valle 
Fuente: FENAVI - Urpa - Umatas Municipales
Nota: El total de las aves de engorde en 6 ciclos en el año",,130,7.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"avicola,prodcuccion,agricultura,poblacion avicola,valle",2021 Sep 21 03:28:38 PM,,https://www.datos.gov.co/d/myuh-f5w2/revisions/5,R04_Agricultura,,,5,3,[Objetivo] Distribución de población avícola para planificación agropecuaria | [Insumos] Datos de aves de engorde por municipio y ciclo productivo | [Impacto] Mejora de productividad y sanidad avícola | [Metodo] Razonamiento,,
5wqx-4h9a,Rendimiento Por Hectáreas Cosechadas Con Hortalizas En El Valle Del Cauca Año 2016,rendimiento de las hectáreas cultivadas con hortalizas en el valle del cauca año-2016,,42,21.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"cilantro,pepino,cebolla,habichuela,lechuga",2018 Jan 19 09:06:44 PM,https://www.datos.gov.co/resource/5wqx-4h9a.json,https://www.datos.gov.co/d/5wqx-4h9a,R04_Agricultura,,,5,2,[Objetivo] Rendimiento de cultivos de hortalizas para estimar productividad | [Insumos] Superficie cosechada y producción por tipo de hortaliza | [Impacto] Decisiones de siembra y seguridad alimentaria | [Metodo] Razonamiento,,
rykg-yxih,Superficie Cosechada de Otros Cultivos Permanentes,Superficie Cosechada de Otros Cultivos Permanentes en el Valle del Cauca,,43,8.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 23 02:40:34 PM,https://www.datos.gov.co/resource/rykg-yxih.json,https://www.datos.gov.co/d/rykg-yxih,R04_Agricultura,,,5,2,[Objetivo] Superficie cosechada de cultivos permanentes para planificación agrícola | [Insumos] Área cosechada por tipo de cultivo | [Impacto] Predicción de rendimientos y diversificación productiva | [Metodo] Razonamiento,,
k9vr-nqur,Secretaria de agricultura,"Consulte el Censo Pecuario del departamento del Vichada para el periodo 2019-2024. Este conjunto de datos ofrece un inventario detallado de la población ganadera, desglosado por municipio, año, especie (bovino, bufalino, aves, caprino, ovino, equino y porcino), sexo y grupo de edad. La información, proveniente del Instituto Colombiano Agropecuario (ICA), es una herramienta vital para la planificación sectorial, la vigilancia epidemiológica y el análisis económico del sector pecuario en la región.",Pecuario,124,18.0,regional,False,True,Gobernación de Vichada,,Territorial,Vichada,Puerto Carreño,Agricultura y Desarrollo Rural,pecuario,2025 Aug 26 08:14:22 PM,https://www.datos.gov.co/resource/k9vr-nqur.json,https://www.datos.gov.co/d/k9vr-nqur,R04_Agricultura,,,5,3,"[Objetivo] Censo pecuario para planificación ganadera | [Insumos] Población por especie, sexo, edad y municipio | [Impacto] Sanidad animal y proyección productiva | [Metodo] Razonamiento",,
6mz9-buf9,Ciclos de Vacunación Fiebre Aftosa 2025 - Vichada,"Registro de predios y animales vacunados contra fiebre aftosa en el departamento de Vichada durante el ciclo 2025. Incluye información geográfica, datos del ganadero y conteo de animales por especie.",,2.877,18.0,regional,False,True,"Gobernación De Vichada, Vichada",,Territorial,Vichada,Puerto Carreño,Agricultura y Desarrollo Rural,,2026 Mar 20 02:08:15 PM,https://www.datos.gov.co/resource/6mz9-buf9.json,https://www.datos.gov.co/d/6mz9-buf9,R04_Agricultura,,,5,2,[Objetivo] Vacunación contra fiebre aftosa para sanidad pecuaria | [Insumos] Registro de predios y animales vacunados | [Impacto] Prevención de enfermedades y protección de la ganadería | [Metodo] Razonamiento,,
jk4e-hnrq,Créditos IFC desembolsados vigencia 2022,"Tiene por objeto proveer de recursos a los clientes del Instituto destinados a programas productivos y proyectos de inversión.   Beneficiarios: Podrá acceder al crédito del IFC, toda persona natural o jurídica que tenga por objeto el desarrollo de actividades definidas dentro de los sectores: agropecuario, empresarial, turismo, público, al igual que los proyectos contemplados en el Plan de Desarrollo del Departamento.",Créditos IFC desembolsados en el departamento de Casanare,1.806,9.0,regional,False,True,Instituto Financiero de Casanare I.F.C.,Agricultura y Desarrollo Social,Territorial,Casanare,Yopal,Agricultura y Desarrollo Rural,"créditos,departamento de casanare,agricultura,fomento",2023 Jul 18 09:27:18 PM,https://www.datos.gov.co/resource/jk4e-hnrq.json,https://www.datos.gov.co/d/jk4e-hnrq,R04_Agricultura,,,5,2,"[Objetivo] Registrar créditos para el sector agropecuario | [Insumos] desembolsos, beneficiarios, sectores productivos | [Impacto] Fomento de la productividad agrícola y desarrollo rural | [Metodo] Razonamiento",,
n4jz-6zyd,Pluviometría Estación Embalse Guacas 2017,"Medición de la precipitación en el sector del Embalse Guacas Bolívar Valle, utilizando un pluviómetro que se encarga de medir la cantidad de precipitada en el sitio (Lluvia, llovizna, tormenta o chubasco)",,243,7.0,regional,False,True,Sociedad de Acueductos y Alcantarillados del Valle del Cauca S.A. .,Ambiente y Desarrollo Sostenible,Territorial,Valle del Cauca,Cali,Ambiente y Desarrollo Sostenible,"acuavalle,guacas,pluviometría,brut",2017 Sep 15 03:26:07 AM,https://www.datos.gov.co/resource/n4jz-6zyd.json,https://www.datos.gov.co/d/n4jz-6zyd,R04_Agricultura,R06_MedioAmbiente,R06_MedioAmbiente,5,4,[Objetivo] Predicción de rendimientos agrícolas con base en precipitación | [Insumos] Datos pluviométricos históricos | [Impacto] Resiliencia y planificación agrícola rural | [Metodo] Razonamiento,,
48qy-359k,Proyectos Silvopastoriles - DEPARTAMENTO DE BOYACÁ,"Información relacionada con el sector lácteo del departamento de Boyacá en el cual se incluyen actividades de los sistemas silvopastoriales, con el fin de lograr una producción ganadera sostenible.

Es importante para nosotros sus sugerencias, por favor ingresar en el siguiente enlace para registrar su idea, solicitud, comentario o compartir el uso dado a los conjuntos de datos abiertos publicados. http://www.boyaca.gov.co/datosabiertos/",,4,7.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"proyectos,silvopastoriles",2018 Apr 24 10:35:33 PM,https://www.datos.gov.co/resource/48qy-359k.json,https://www.datos.gov.co/d/48qy-359k,R04_Agricultura,,,4,2,[Objetivo] Predicción de rendimiento agrícola (ganadería sostenible) | [Insumos] proyectos silvopastoriles | [Impacto] Resiliencia rural | [Metodo] Razonamiento,,
9rsu-k4a9,Desagregación vocación de uso del suelo_coberturas vegetales_PASTURA,CONTIENE LA ESTADÍSTICA DE  Desagregación vocación de uso del suelo_coberturas vegetales en cuanto a pasturas en el Caquetá.,,4,6.0,regional,False,True,Gobernación de Caquetá,Ambiente y Desarrollo Sostenible,Territorial,Caquetá,Florencia,Ambiente y Desarrollo Sostenible,,2020 Sep 17 04:26:16 PM,https://www.datos.gov.co/resource/9rsu-k4a9.json,https://www.datos.gov.co/d/9rsu-k4a9,R04_Agricultura,R06_MedioAmbiente,,4,2,[Objetivo] Vocación de uso del suelo para pasturas | [Insumos] Coberturas vegetales y pastura | [Impacto] Planificación agropecuaria y ambiental | [Metodo] Razonamiento,,
s5d6-iv8z,ESTADÍSTICA  CULTIVO DE CAÑA PANELA DURANTE LOS AÑOS 2010 A 2016.,Contiene los datos estadísticos de cultivo de caña panelera entre los años comprendidos del 2010 hasta el año 2016.,,7,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2018 Jul 26 09:38:56 PM,https://www.datos.gov.co/resource/s5d6-iv8z.json,https://www.datos.gov.co/d/s5d6-iv8z,R04_Agricultura,,,4,2,[Objetivo] Predicción de rendimiento de caña | [Insumos] estadísticas de cultivo | [Impacto] Productividad agrícola | [Metodo] Razonamiento,,
uqhp-sajj,"CULTIVO DE ARROZ SECANO EN LOS AÑOS 2010 A 2016, CAQUETÁ",Contiene datos del cultivo de arroz secano en el Caquetá en un periodo comprendido de los años 2010 a 2016.,,14,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2019 Mar 18 12:51:22 PM,https://www.datos.gov.co/resource/uqhp-sajj.json,https://www.datos.gov.co/d/uqhp-sajj,R04_Agricultura,,,4,2,[Objetivo] Estadísticas de cultivo de arroz | [Insumos] producción agrícola | [Impacto] Productividad | [Metodo] Razonamiento,,
p6vv-2jfh,"Inventario Bovino por Municipios, Caquetá, año  2013.","Contiene la estadísticas del Inventario Bovino por Municipios, en el Caquetá, año  2013.",,17,3.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,,2019 Mar 19 04:35:41 PM,https://www.datos.gov.co/resource/p6vv-2jfh.json,https://www.datos.gov.co/d/p6vv-2jfh,R04_Agricultura,,,4,2,[Objetivo] Inventario bovino | [Insumos] ganadería | [Impacto] Productividad pecuaria | [Metodo] Razonamiento,,
ayx2-vkjd,CULTIVO YUCA AÑOS 2010 A 2016 EN CAQUETÁ,"datos de cultivo de yuca en los municipios del Caquetá, años 2010 a 2016.",,7,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2018 Jul 13 02:57:48 PM,https://www.datos.gov.co/resource/ayx2-vkjd.json,https://www.datos.gov.co/d/ayx2-vkjd,R04_Agricultura,,,4,2,[Objetivo] Cultivo de yuca | [Insumos] estadísticas agrícolas | [Impacto] Productividad | [Metodo] Razonamiento,,
xp5f-yrpx,RELACIÓN FUNCIONARIOS UMATAS MUNICIPALES 2017,Contiene el listado de los funcionarios encargados o que lideran las UMATAS municipales 2017.,,16,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2018 Jul 23 08:38:57 PM,https://www.datos.gov.co/resource/xp5f-yrpx.json,https://www.datos.gov.co/d/xp5f-yrpx,R04_Agricultura,,,4,3,[Objetivo] Identificar funcionarios de asistencia técnica agrícola | [Insumos] Listado UMATAS | [Impacto] Fortalecimiento del sector rural | [Metodo] Razonamiento,,
st5p-w7q5,RED DE COOPERANTES SECTOR AGRARIO CAQUETA AÑO 2016,Contiene los diferentes entes que acoyundan al renglón agrícola.,COOPERANTES RENGLÓN AGRÍCOLA,18,4.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,,2021 Aug 20 02:44:04 PM,https://www.datos.gov.co/resource/st5p-w7q5.json,https://www.datos.gov.co/d/st5p-w7q5,R04_Agricultura,,,4,3,[Objetivo] Fortalecer redes de actores agrícolas | [Insumos] Red de cooperantes del sector agrario | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
u82f-w37m,Uso del suelo Sucreño por hectaras,"EL uso del suelo en el Departamento de Sucre se distribuye de la siguiente manera: 24.214 hectáreas de bosques, 677.786 hectáreas de pastos, 90.148 hectáreas cultivadas, 43.609 hectáreas de uso urbano y 255.935 hectáreas en otros usos. Dentro de estos el municipio con mayor área de bosque es San Onofre con 7.020 hectáreas, de pastos es San Marcos 72.243 hectáreas, de cultivo es Majagual con 18.306 hectáreas y Urbana es San Onofre con 7.394 hectáreas.","bosques,municipios, hectareas",27,6.0,regional,False,True,Gobernación de Sucre,"Vivienda, Ciudad y Territorio",Territorial,Sucre,Sincelejo,"Vivienda, Ciudad y Territorio",,2018 Aug 31 08:38:35 PM,https://www.datos.gov.co/resource/u82f-w37m.json,https://www.datos.gov.co/d/u82f-w37m,R04_Agricultura,,R06_MedioAmbiente,4,2,"[Objetivo] Planificación agrícola y ordenamiento territorial | [Insumos] Distribución de usos del suelo (bosques, pastos, cultivos) | [Impacto] Gestión sostenible del suelo rural | [Metodo] Razonamiento",,
qaxd-3q8i,Área sembrada en pastos (HAS) - DEPARTAMENTO DE BOYACÁ,"Información del área reportada en pastos y forrajes del Departamento de Boyacá - 2016-2018.

Es importante para nosotros sus sugerencias, por favor ingresar en el siguiente enlace para registrar su idea, solicitud, comentario o compartir el uso dado a los conjuntos de datos abiertos publicados. http://www.boyaca.gov.co/datosabiertos/","area,sembrada",1.480,5.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"forrajes,pastos,area sembrada",2019 Jul 17 08:04:12 PM,https://www.datos.gov.co/resource/qaxd-3q8i.json,https://www.datos.gov.co/d/qaxd-3q8i,R04_Agricultura,,,3,3,[Objetivo] Predicción de rendimiento agrícola y riesgo climático | [Insumos] área sembrada en pastos | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
etye-4sdd,Visualización sin título - Basado en EVALUACIONES AGROPECUARIAS DEL DEPARTAMENTO DEL CESAR,,,,,regional,False,False,Gobernación del Cesar,Agricultura y Desarrollo Rural,Territorial,Cesar,Valledupar,Agricultura y Desarrollo Rural,,2017 Sep 14 03:29:27 PM,https://www.datos.gov.co/resource/etye-4sdd.json,https://www.datos.gov.co/d/etye-4sdd,R04_Agricultura,,,3,1,[Objetivo] Evaluar el desempeño agropecuario del Cesar. | [Insumos] Evaluaciones agropecuarias departamentales. | [Impacto] Mejora en la planificación productiva rural. | [Metodo] Razonamiento,,
